failure_status,inferred_failure_status,project_id,reason,repetition,source,system,tool
missing,False,crust__impcheck,released target directory is missing: /opt/recodeagent-results-artifact/results/recodeagent_translations/data/tool_projects/crust/impcheck/rust,0,baseline replay failures,recodeagent,crust
unavailable,False,crust__coroutine,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__cset,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__csyncmers,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__dict,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__emlang,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__expr,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__fasthamming,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__fft,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__file2str,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__fleur,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__fs_c,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__fslib,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__genetic-neural-network-for-simple-control,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__geofence,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__gfc,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__gorilla-paper-encode,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__graph-recogniser,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__hamta,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__holdem-odds,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__hydra,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__impcheck,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__inversion_list,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__jccc,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__kairocompiler,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__kd3,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__lambda-calculus-eval,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__leftpad,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__lib2bit,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libbase122,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libbeaufort,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libfor,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libm17,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libpgn,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libpsbt,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libqueue,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libtinyfseq,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libutf,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libvcd,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__libwecan,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__linear-algebra-c,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__ljmm,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__ltre,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__math-library-in-c,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__matrix_multiplication,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__mdb,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__megalania,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__merkle-tree-c,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__morton,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__murmurhash_c,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__mvptree,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__nandc,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__phills_dht,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__quadtree,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__razz_simulation,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__rbtree-lab,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__recordmanager,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__rect_pack_h,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__remimu,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__rhbloom,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__roaring-bitmap,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__rubiksolver,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__satc,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__simple-config,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__simple-sparsehash,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__simple_lang,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__simplexml,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__skp,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__slothlang,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__ted,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__tisp,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__totp,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__ulidgen,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__utf8,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__vaultsync,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__vec,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__worsp,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
unavailable,False,crust__xopt,released SWE-agent CRUST target outputs are unavailable; implementation-root's rust tree is only the pristine stub scaffold and is intentionally excluded from replay,0,baseline replay failures,prior,crust
